# Chord and twist distributions for the blades of the benchmarking turbine.,,
# r/R [-],# B [deg],# Chord [m]
0.390000000000000,10.273061110006700,0.112945514342512
0.395000000000000,10.081982869576800,0.111712752421760
0.400000000000000,9.900544017192750,0.110531336436266
0.405000000000000,9.721073903022160,0.109360407289187
0.409999999999999,9.541603788851570,0.108189478142108
0.414999999999999,9.371265059771660,0.107069171765883
0.419999999999999,9.202507504365350,0.105957631134587
0.424999999999999,9.033749948959030,0.104846090503290
0.429999999999999,8.873581655876430,0.103783306040161
0.434999999999999,8.714647136064460,0.102727524979045
0.440000000000000,8.555712616252520,0.101671743917932
0.445000000000000,8.404922754331760,0.100663501254532
0.450000000000000,8.255074198253860,0.099660752765614
0.455000000000000,8.105225642175950,0.098658004276696
0.460000000000000,7.963093434788450,0.097701379945198
0.465000000000000,7.821646826326380,0.096748853753123
0.469999999999999,7.680200217864340,0.095796327561048
0.474999999999999,7.546084813700470,0.094888770046474
0.479999999999999,7.412434041370040,0.093984062524647
0.484999999999999,7.278783269039610,0.093079355002821
0.489999999999999,7.152064397743290,0.092217857896031
0.494999999999999,7.025616348848140,0.091358048976694
0.500000000000000,6.899168299952980,0.090498240057358
0.505000000000000,6.779326225923440,0.089680206532975
0.510000000000000,6.659587475083950,0.088862826412089
0.515000000000000,6.539889895567490,0.088045711122297
0.520000000000000,6.426389223975810,0.087268456924849
0.525000000000000,6.312888552384150,0.086491202727401
0.530000000000000,6.199554121893880,0.085715034110275
0.535000000000000,6.091866076225660,0.084975737266756
0.540000000000000,5.984178030557410,0.084236440423237
0.545000000000000,5.876762898656820,0.083498945130020
0.550000000000000,5.774468405708520,0.082795252047414
0.555000000000000,5.672173912760230,0.082091558964809
0.560000000000000,5.570242956145060,0.081390256416387
0.564999999999999,5.472955850705170,0.080719490801880
0.569999999999999,5.375668745265270,0.080048725187374
0.574999999999999,5.278821189926120,0.079380888106783
0.579999999999999,5.186180491470770,0.078741079510410
0.584999999999999,5.093539793015440,0.078101270914036
0.589999999999999,5.001402181665540,0.077464790076964
0.594999999999999,4.913076123908660,0.076853521440296
0.599999999999999,4.824750066151770,0.076242252803627
0.604999999999999,4.736979804633970,0.075634666887173
0.609999999999999,4.652663820752180,0.075049969103425
0.614999999999999,4.568347836870380,0.074465271319678
0.619999999999999,4.484631056010750,0.073884541024647
0.625000000000000,4.404046099664190,0.073324547404768
0.630000000000000,4.323461143317650,0.072764553784889
0.635000000000000,4.243510355766000,0.072208734615219
0.640000000000000,4.166398393914970,0.071671602168446
0.645000000000000,4.089286432063930,0.071134469721674
0.650000000000000,4.012841784150430,0.070601371272801
0.655000000000000,3.938988191134990,0.070083936081397
0.660000000000000,3.865134598119530,0.069566500889993
0.665000000000000,3.791968259368700,0.069053636655339
0.670000000000000,3.721144887978510,0.068556355594224
0.675000000000000,3.650321516588300,0.068059074533109
0.680000000000000,3.580203607656140,0.067566502709604
0.685000000000000,3.512215696306240,0.067088149452384
0.689999999999999,3.444227784956340,0.066609796195165
0.694999999999999,3.376958248354600,0.066136166024580
0.699999999999999,3.311623124110130,0.065675254003089
0.704999999999999,3.246287999865680,0.065214341981598
0.709999999999999,3.181681041101410,0.064758267059369
0.714999999999999,3.118832820819330,0.064313875185628
0.719999999999999,3.055984600537270,0.063869483311887
0.724999999999999,2.993604847987460,0.063428048643193
0.729999999999999,2.932244771708770,0.062993050686372
0.734999999999999,2.870884695430090,0.062558052729551
0.739999999999999,2.810467123960110,0.062129338698522
0.744999999999999,2.751599128085250,0.061710956092815
0.750000000000000,2.692731132210380,0.061292573487109
0.755000000000000,2.635099831790220,0.060882475267086
0.760000000000000,2.578867589228920,0.060481749067355
0.765000000000000,2.522635346667600,0.060081022867623
0.770000000000000,2.467544772227990,0.059687774516625
0.775000000000000,2.413098060041550,0.059298743419697
0.780000000000000,2.358651347855130,0.058909712322770
0.785000000000000,2.305718340606250,0.058530428357438
0.790000000000000,2.252874110886000,0.058151716053222
0.795000000000000,2.200559587628870,0.057776118082474
0.800000000000000,2.149116697758130,0.057405644755686
0.805000000000000,2.097673807887410,0.057035171428899
0.810000000000000,2.047431210069590,0.056672446208094
0.814999999999999,1.997273980067020,0.056310272052238
0.819999999999999,1.947819384719470,0.055952347550695
0.824999999999999,1.898822000631430,0.055597188340880
0.829999999999999,1.850221991380130,0.055244216023965
0.834999999999999,1.802247187932170,0.054894684433551
0.839999999999999,1.754526334659370,0.054546672967180
0.844999999999999,1.707467657384390,0.054202625229736
0.849999999999999,1.660622860066830,0.053859590090121
0.854999999999999,1.614367638680030,0.053519346251358
0.859999999999999,1.568359988486830,0.053180365504934
0.864999999999999,1.522810098135970,0.052843720219846
0.869999999999999,1.477581852981810,0.052508356392125
0.875000000000000,1.432642295072520,0.052174142714944
0.880000000000000,1.388108523936160,0.051841160287234
0.885000000000000,1.343741104581790,0.051508639190126
0.890000000000000,1.299746308287840,0.051176971465795
0.895000000000000,1.255935953751820,0.050845204764361
0.900000000000000,1.212285131822000,0.050513287979149
0.905000000000000,1.168863637279590,0.050180219829135
0.910000000000000,1.125532681263780,0.049846070585158
0.915000000000000,1.082269511879040,0.049510427447084
0.920000000000000,1.039045969762410,0.049172449199630
0.925000000000000,0.995755579390796,0.048830217370706
0.930000000000000,0.952337805238987,0.048483444304984
0.935000000000000,0.908699818003213,0.048131099940168
0.939999999999999,0.864716127531882,0.047771609832708
0.944999999999999,0.820201916518999,0.047402263949793
0.949999999999999,0.774904998759305,0.047019347595947
0.954999999999999,0.729005495037221,0.046626409217122
0.959999999999999,0.683105991315136,0.046233470838296
0.964999999999999,0.637206487593050,0.045840532459471
0.969999999999999,0.591306983870966,0.045447594080645
0.974999999999999,0.545407480148881,0.045054655701820
0.979999999999999,0.499507976426797,0.044661717322994
0.984999999999999,0.453608472704711,0.044268778944169
0.989999999999999,0.407708968982627,0.043875840565343
0.994999999999999,0.361809465260541,0.043482902186518
1.000000000000000,0.315909961538458,0.043089963807692
